query_id,dbms,iteration,start_time,planning_time,execution_time
query1,MySQL,2,1760617148.8845663,0,209.8257541656494
query24,MySQL,2,1760617149.0251954,0,157.50551223754883
query14,MySQL,2,1760617148.9338386,0,503.5088062286377
query23,MySQL,2,1760617149.0000234,0,437.546968460083
query13,MySQL,2,1760617148.9232953,0,681.624174118042
query36,MySQL,2,1760617149.458372,0,152.70042419433594
query5,MySQL,2,1760617148.8834097,0,803.5719394683838
query33,MySQL,2,1760617149.4367862,0,362.31446266174316
query34,MySQL,2,1760617149.4582336,0,362.52808570861816
query17,MySQL,2,1760617148.9702077,0,855.4427623748779
query41,MySQL,2,1760617149.8388336,0,205.04069328308105
query26,MySQL,2,1760617149.0371902,0,1014.2345428466797
query40,MySQL,2,1760617149.801102,0,251.74283981323242
query2,MySQL,2,1760617148.8849125,0,1181.2336444854736
query19,MySQL,2,1760617148.965012,0,1104.0425300598145
query7,MySQL,2,1760617148.8835301,0,1187.9215240478516
query9,MySQL,2,1760617148.8920903,0,1259.4599723815918
query12,MySQL,2,1760617148.9113207,0,1300.9886741638184
query3,MySQL,2,1760617148.880673,0,1625.9706020355225
query4,MySQL,2,1760617148.8843472,0,1624.6616840362549
query25,MySQL,2,1760617149.0201519,0,1501.396656036377
query50,MySQL,2,1760617150.2386491,0,284.63172912597656
query45,MySQL,2,1760617150.0544868,0,483.1738471984863
query55,MySQL,2,1760617150.5442014,0,11.307954788208008
query16,MySQL,2,1760617148.9436247,0,1626.0948181152344
query54,MySQL,2,1760617150.5281134,0,94.22564506530762
query28,MySQL,2,1760617149.0534942,0,1591.8598175048828
query56,MySQL,2,1760617150.557013,0,108.68263244628906
query21,MySQL,2,1760617148.9907918,0,1742.0179843902588
query18,MySQL,2,1760617148.9844518,0,1826.4546394348145
query48,MySQL,2,1760617150.0729415,0,744.2381381988525
query22,MySQL,2,1760617148.9900854,0,1830.0714492797852
query59,MySQL,2,1760617150.6536367,0,291.6526794433594
query8,MySQL,2,1760617148.8850915,0,2082.9038619995117
query62,MySQL,2,1760617150.8141057,0,172.74713516235352
query57,MySQL,2,1760617150.571921,0,502.7885437011719
query67,MySQL,2,1760617150.996328,0,89.15901184082031
query42,MySQL,2,1760617149.8271055,0,1284.2381000518799
query65,MySQL,2,1760617150.9485812,0,258.7409019470215
query6,MySQL,2,1760617148.8830197,0,2356.900930404663
query53,MySQL,2,1760617150.5252142,0,747.2095489501953
query11,MySQL,2,1760617148.910197,0,2592.7889347076416
query63,MySQL,2,1760617150.8248394,0,909.9276065826416
query37,MySQL,2,1760617149.6075468,0,2285.3705883026123
query61,MySQL,2,1760617150.7349386,0,1382.5700283050537
query47,MySQL,2,1760617150.0705786,0,2203.293561935425
query46,MySQL,2,1760617150.075654,0,2736.5260124206543
query20,MySQL,2,1760617148.9912057,0,3931.880235671997
query72,MySQL,2,1760617151.2418432,0,1855.3719520568848
query78,MySQL,2,1760617152.2835345,0,939.6867752075195
query75,MySQL,2,1760617151.7379596,0,1600.8038520812988
query44,MySQL,2,1760617150.064292,0,3295.065402984619
query76,MySQL,2,1760617151.895275,0,1801.2373447418213
query83,MySQL,2,1760617153.3409965,0,371.68025970458984
query10,MySQL,2,1760617148.8951554,0,5204.881429672241
query64,MySQL,2,1760617150.825027,0,3387.904644012451
query27,MySQL,2,1760617149.0999756,0,5116.112232208252
query86,MySQL,2,1760617153.7213054,0,837.5132083892822
query29,MySQL,2,1760617149.1473458,0,5517.691850662231
query82,MySQL,2,1760617153.22547,0,1557.2972297668457
query89,MySQL,2,1760617154.2187111,0,860.7711791992188
query92,MySQL,2,1760617154.7858155,0,663.1612777709961
query87,MySQL,2,1760617154.1022367,0,1387.6192569732666
query93,MySQL,2,1760617155.081702,0,429.5012950897217
query43,MySQL,2,1760617150.0459287,0,5602.941274642944
query81,MySQL,2,1760617153.100426,0,2601.361036300659
query60,MySQL,2,1760617150.6786685,0,5100.411176681519
query94,MySQL,2,1760617155.4521573,0,513.0949020385742
query99,MySQL,2,1760617155.7820122,0,799.0419864654541
query39,MySQL,2,1760617149.6893282,0,7082.693099975586
query91,MySQL,2,1760617154.6673582,0,2120.7034587860107
query85,MySQL,2,1760617153.6998312,0,3255.5150985717773
query95,MySQL,2,1760617155.4917026,0,1831.822156906128
query103,MySQL,2,1760617156.7901883,0,537.0066165924072
query79,MySQL,2,1760617152.8144693,0,4537.521600723267
query100,MySQL,2,1760617155.9674919,0,1515.4778957366943
query35,MySQL,2,1760617149.457979,0,8232.491493225098
query108,MySQL,2,1760617157.4943368,0,693.8202381134033
query109,MySQL,2,1760617157.6927273,0,1453.4494876861572
query110,MySQL,2,1760617158.1904166,0,1229.550838470459
query73,MySQL,2,1760617151.2743354,0,8167.75107383728
query90,MySQL,2,1760617154.5610204,0,5192.258834838867
query96,MySQL,2,1760617155.5129197,0,4732.471704483032
query113,MySQL,2,1760617159.4442508,0,946.5622901916504
query104,MySQL,2,1760617156.9584517,0,3534.210205078125
query101,MySQL,2,1760617156.5840921,0,4290.685653686523
query77,MySQL,2,1760617152.1197112,0,8859.405755996704
query112,MySQL,2,1760617159.4224172,0,1966.0060405731201
query116,MySQL,2,1760617160.3930886,0,1425.9841442108154
query80,MySQL,2,1760617152.9253998,0,9189.171314239502
query106,MySQL,2,1760617157.3293593,0,5021.1591720581055
query102,MySQL,2,1760617156.7743833,0,5859.702348709106
query123,MySQL,2,1760617162.3527715,0,451.5523910522461
query119,MySQL,2,1760617160.9875586,0,1919.2044734954834
query66,MySQL,2,1760617150.9701645,0,12024.998903274536
query111,MySQL,2,1760617159.1485207,0,4069.138526916504
query127,MySQL,2,1760617162.9975955,0,742.9654598236084
query117,MySQL,2,1760617160.494845,0,3502.505302429199
query120,MySQL,2,1760617161.3907003,0,3094.6412086486816
query130,MySQL,2,1760617163.999679,0,780.9109687805176
query125,MySQL,2,1760617162.8073144,0,2013.5188102722168
query129,MySQL,2,1760617163.7456832,0,1825.4594802856445
query134,MySQL,2,1760617165.5734677,0,153.8980007171631
query122,MySQL,2,1760617162.1169057,0,3658.3690643310547
query128,MySQL,2,1760617163.219856,0,2781.7559242248535
query124,MySQL,2,1760617162.6374004,0,3389.984369277954
query118,MySQL,2,1760617160.8770723,0,5449.4640827178955
query137,MySQL,2,1760617166.003827,0,457.2436809539795
query136,MySQL,2,1760617165.7775567,0,716.3002490997314
query133,MySQL,2,1760617164.8230147,0,2117.776393890381
query132,MySQL,2,1760617164.8119047,0,2507.2546005249023
query98,MySQL,2,1760617155.7048948,0,12361.57751083374
query138,MySQL,2,1760617166.0297012,0,4319.564580917358
query114,MySQL,2,1760617159.7555015,0,10969.796657562256
query145,MySQL,2,1760617170.3515348,0,1198.8792419433594
query146,MySQL,2,1760617170.7275867,0,2757.457733154297
query97,MySQL,2,1760617155.6511383,0,20278.767585754395
query71,MySQL,2,1760617151.209654,0,25226.444959640503
query139,MySQL,2,1760617166.3286955,0,10886.020421981812
query31,MySQL,2,1760617149.101866,0,29360.021114349365
query74,MySQL,2,1760617151.5053432,0,27808.401107788086
query115,MySQL,2,1760617160.2476037,0,19948.071718215942
query121,MySQL,2,1760617161.8214455,0,19100.423097610474
query131,MySQL,2,1760617164.487736,0,17488.139867782593
query144,MySQL,2,1760617168.0688035,0,15299.92389678955
query69,MySQL,2,1760617151.0949678,0,41384.238958358765
query84,MySQL,2,1760617153.3615696,0,46530.043601989746
query30,MySQL,2,1760617149.0582354,0,55668.832778930664
query15,MySQL,2,1760617148.942018,0,56491.60313606262
query88,MySQL,2,1760617154.2184842,0,56217.355251312256
query105,MySQL,2,1760617157.3257492,0,57199.5735168457
query32,MySQL,2,1760617149.0738957,0,69849.8330116272
query52,MySQL,2,1760617150.516731,0,73288.41876983643
query70,MySQL,2,1760617151.1134963,0,92133.45646858215
query140,MySQL,2,1760617166.46316,0,109448.646068573
query142,MySQL,2,1760617166.9506016,0,119480.78083992004
query141,MySQL,2,1760617166.4960957,0,123198.5251903534
query143,MySQL,2,1760617167.321482,0,150913.09189796448
query68,MySQL,2,1760617151.0779328,0,366504.3635368347
query51,MySQL,2,1760617150.5119665,0,587437.1931552887
query135,MySQL,2,1760617165.7295883,0,630903.4531116486
query38,MySQL,2,1760617149.6125991,0,681487.2405529022
query126,MySQL,2,1760617162.9089448,0,851164.4721031189
query49,MySQL,2,1760617150.153797,0,875160.5095863342
query107,MySQL,2,1760617157.353528,0,1036425.8706569672
query58,MySQL,2,1760617150.634771,0,19079686.81693077
