query_id,dbms,iteration,start_time,planning_time,execution_time
query1,SparkSQL,1,1773218667.8145294,0,2.050861120223999
query2,SparkSQL,1,1773218667.8145294,0,0.7277295589447021
query3,SparkSQL,1,1773218667.8145294,0,0.5323686599731445
query4,SparkSQL,1,1773218667.8145294,0,0.5167160034179688
query5,SparkSQL,1,1773218667.8145294,0,0.3253333568572998
query6,SparkSQL,1,1773218667.8145294,0,0.3868839740753174
query7,SparkSQL,1,1773218667.8145294,0,2.273639678955078
query8,SparkSQL,1,1773218667.8145294,0,1.553998947143555
query9,SparkSQL,1,1773218667.8145294,0,0.5461094379425049
query10,SparkSQL,1,1773218667.8145294,0,0.4717061519622803
query11,SparkSQL,1,1773218667.8145294,0,0.5340838432312012
query12,SparkSQL,1,1773218667.8145294,0,3.968041658401489
query13,SparkSQL,1,1773218667.8145294,0,0.3145983219146728
query14,SparkSQL,1,1773218667.8145294,0,0.3064734935760498
query15,SparkSQL,1,1773218667.8145294,0,0.4726712703704834
query16,SparkSQL,1,1773218667.8145294,0,0.4446935653686523
query17,SparkSQL,1,1773218667.8145294,0,0.2820637226104736
query18,SparkSQL,1,1773218667.8145294,0,0.3400025367736816
query19,SparkSQL,1,1773218667.8145294,0,0.2749435901641845
query20,SparkSQL,1,1773218667.8145294,0,0.3333015441894531
query21,SparkSQL,1,1773218667.8145294,0,0.3562076091766357
query22,SparkSQL,1,1773218667.8145294,0,0.3991658687591553
query23,SparkSQL,1,1773218667.8145294,0,0.2815020084381103
query24,SparkSQL,1,1773218667.8145294,0,0.216137409210205
query25,SparkSQL,1,1773218667.8145294,0,0.5977449417114258
query26,SparkSQL,1,1773218667.8145294,0,0.3710720539093017
query27,SparkSQL,1,1773218667.8145294,0,0.3502106666564941
query28,SparkSQL,1,1773218667.8145294,0,0.4565181732177734
query29,SparkSQL,1,1773218667.8145294,0,0.3628797531127929
query30,SparkSQL,1,1773218667.8145294,0,1.5727920532226562
query31,SparkSQL,1,1773218667.8145294,0,0.3864138126373291
query32,SparkSQL,1,1773218667.8145294,0,541.4522411823273
query33,SparkSQL,1,1773218667.8145294,0,34.16693449020386
query34,SparkSQL,1,1773218667.8145294,0,3.7435104846954346
query35,SparkSQL,1,1773218667.8145294,0,0.2810821533203125
query36,SparkSQL,1,1773218667.8145294,0,0.2127912044525146
query37,SparkSQL,1,1773218667.8145294,0,0.3349223136901855
query38,SparkSQL,1,1773218667.8145294,0,0.9660232067108154
query39,SparkSQL,1,1773218667.8145294,0,0.319573163986206
query40,SparkSQL,1,1773218667.8145294,0,0.2440433502197265
query41,SparkSQL,1,1773218667.8145294,0,0.2628655433654785
query42,SparkSQL,1,1773218667.8145294,0,0.3729336261749267
query43,SparkSQL,1,1773218667.8145294,0,0.3518807888031006
query44,SparkSQL,1,1773218667.8145294,0,0.3846971988677978
query45,SparkSQL,1,1773218667.8145294,0,0.2561004161834717
query46,SparkSQL,1,1773218667.8145294,0,0.4307341575622558
query47,SparkSQL,1,1773218667.8145294,0,1.5102167129516602
query48,SparkSQL,1,1773218667.8145294,0,219.93108677864075
query49,SparkSQL,1,1773218667.8145294,0,236.39291667938232
query50,SparkSQL,1,1773218667.8145294,0,8.159423589706421
query51,SparkSQL,1,1773218667.8145294,0,0.974285125732422
query52,SparkSQL,1,1773218667.8145294,0,1.6915068626403809
query53,SparkSQL,1,1773218667.8145294,0,0.3141827583312988
query54,SparkSQL,1,1773218667.8145294,0,0.2354676723480224
query55,SparkSQL,1,1773218667.8145294,0,0.2651083469390869
query56,SparkSQL,1,1773218667.8145294,0,0.325671911239624
query57,SparkSQL,1,1773218667.8145294,0,0.2381772994995117
query58,SparkSQL,1,1773218667.8145294,0,100.56566047668456
query59,SparkSQL,1,1773218667.8145294,0,0.8732542991638184
query60,SparkSQL,1,1773218667.8145294,0,0.5413374900817871
