index,query_id,start_time,planning_time,execution_time,execution_start_time,workload_time,ID
0,query1,0.0,0.0,2.040547728538513,2.040547728538513,490.5541630387306,0
1,query51,0.0,0.0,0.8110232949256897,0.8110232949256897,490.5541630387306,0
2,query52,0.0,0.0,1.333597719669342,1.333597719669342,490.5541630387306,0
3,query53,0.0,0.0,0.34644216299057007,0.34644216299057007,490.5541630387306,0
4,query54,0.0,0.0,0.24457019567489618,0.24457019567489618,490.5541630387306,0
5,query55,0.0,0.0,0.2822674512863159,0.2822674512863159,490.5541630387306,0
6,query56,0.0,0.0,0.32927852869033813,0.32927852869033813,490.5541630387306,0
7,query50,0.0,0.0,6.134193301200867,6.134193301200867,490.5541630387306,0
8,query57,0.0,0.0,0.21575057506561277,0.21575057506561277,490.5541630387306,0
9,query59,0.0,0.0,0.8883265256881714,0.8883265256881714,490.5541630387306,0
10,query6,0.0,0.0,0.4136562943458557,0.4136562943458557,490.5541630387306,0
11,query60,0.0,0.0,0.5430163145065308,0.5430163145065308,490.5541630387306,0
12,query61,0.0,0.0,0.40704679489135737,0.40704679489135737,490.5541630387306,0
13,query62,0.0,0.0,0.3368654251098633,0.3368654251098633,490.5541630387306,0
14,query63,0.0,0.0,0.3183104395866394,0.3183104395866394,490.5541630387306,0
15,query58,0.0,0.0,99.51973569393158,99.51973569393158,490.5541630387306,0
16,query64,0.0,0.0,0.42162841558456415,0.42162841558456415,490.5541630387306,0
17,query5,0.0,0.0,0.30945515632629395,0.30945515632629395,490.5541630387306,0
18,query48,0.0,0.0,239.43538308143616,239.43538308143616,490.5541630387306,0
19,query35,0.0,0.0,0.2957231402397156,0.2957231402397156,490.5541630387306,0
20,query36,0.0,0.0,0.19381862878799433,0.19381862878799433,490.5541630387306,0
21,query37,0.0,0.0,0.3700428605079651,0.3700428605079651,490.5541630387306,0
22,query38,0.0,0.0,0.9340506792068481,0.9340506792068481,490.5541630387306,0
23,query39,0.0,0.0,0.4007937312126159,0.4007937312126159,490.5541630387306,0
24,query4,0.0,0.0,0.5219097137451172,0.5219097137451172,490.5541630387306,0
25,query49,0.0,0.0,325.9950968027115,325.9950968027115,490.5541630387306,0
26,query40,0.0,0.0,0.2695865035057068,0.2695865035057068,490.5541630387306,0
27,query42,0.0,0.0,0.3575345873832702,0.3575345873832702,490.5541630387306,0
28,query43,0.0,0.0,0.3770418167114258,0.3770418167114258,490.5541630387306,0
29,query44,0.0,0.0,0.33395582437515253,0.33395582437515253,490.5541630387306,0
30,query45,0.0,0.0,0.26313114166259766,0.26313114166259766,490.5541630387306,0
31,query46,0.0,0.0,0.4373812079429626,0.4373812079429626,490.5541630387306,0
32,query47,0.0,0.0,1.4119660258293152,1.4119660258293152,490.5541630387306,0
33,query41,0.0,0.0,0.26938545703887934,0.26938545703887934,490.5541630387306,0
34,query65,0.0,0.0,0.3965342044830322,0.3965342044830322,490.5541630387306,0
35,query66,0.0,0.0,0.4303940534591675,0.4303940534591675,490.5541630387306,0
36,query67,0.0,0.0,0.33672720193862915,0.33672720193862915,490.5541630387306,0
37,query85,0.0,0.0,0.22432583570480344,0.22432583570480344,490.5541630387306,0
38,query86,0.0,0.0,0.3251358270645141,0.3251358270645141,490.5541630387306,0
39,query87,0.0,0.0,0.2154572010040283,0.2154572010040283,490.5541630387306,0
40,query88,0.0,0.0,0.29874062538146967,0.29874062538146967,490.5541630387306,0
41,query89,0.0,0.0,0.20012778043746945,0.20012778043746945,490.5541630387306,0
42,query9,0.0,0.0,0.49387162923812866,0.49387162923812866,490.5541630387306,0
43,query84,0.0,0.0,0.3254250288009643,0.3254250288009643,490.5541630387306,0
44,query90,0.0,0.0,0.26393210887908936,0.26393210887908936,490.5541630387306,0
45,query92,0.0,0.0,0.2577069401741028,0.2577069401741028,490.5541630387306,0
46,query93,0.0,0.0,0.18062096834182734,0.18062096834182734,490.5541630387306,0
47,query94,0.0,0.0,0.18387472629547114,0.18387472629547114,490.5541630387306,0
48,query95,0.0,0.0,0.37050992250442505,0.37050992250442505,490.5541630387306,0
49,query96,0.0,0.0,0.4228866696357727,0.4228866696357727,490.5541630387306,0
50,query97,0.0,0.0,0.49915003776550293,0.49915003776550293,490.5541630387306,0
51,query91,0.0,0.0,0.2950187921524048,0.2950187921524048,490.5541630387306,0
52,query83,0.0,0.0,0.2623990178108215,0.2623990178108215,490.5541630387306,0
53,query82,0.0,0.0,0.2704441547393798,0.2704441547393798,490.5541630387306,0
54,query81,0.0,0.0,0.22386324405670166,0.22386324405670166,490.5541630387306,0
55,query68,0.0,0.0,6.685184180736542,6.685184180736542,490.5541630387306,0
56,query69,0.0,0.0,1.048983633518219,1.048983633518219,490.5541630387306,0
57,query7,0.0,0.0,1.5905867218971252,1.5905867218971252,490.5541630387306,0
58,query70,0.0,0.0,0.9082151651382446,0.9082151651382446,490.5541630387306,0
59,query71,0.0,0.0,0.6902288198471069,0.6902288198471069,490.5541630387306,0
60,query72,0.0,0.0,0.38310718536376953,0.38310718536376953,490.5541630387306,0
61,query73,0.0,0.0,0.41582047939300537,0.41582047939300537,490.5541630387306,0
62,query74,0.0,0.0,0.6795303821563721,0.6795303821563721,490.5541630387306,0
63,query75,0.0,0.0,0.5598073601722717,0.5598073601722717,490.5541630387306,0
64,query76,0.0,0.0,0.4058953523635864,0.4058953523635864,490.5541630387306,0
65,query77,0.0,0.0,0.4238409399986267,0.4238409399986267,490.5541630387306,0
66,query78,0.0,0.0,0.31301069259643555,0.31301069259643555,490.5541630387306,0
67,query79,0.0,0.0,0.4462907314300537,0.4462907314300537,490.5541630387306,0
68,query8,0.0,0.0,1.1915090680122375,1.1915090680122375,490.5541630387306,0
69,query80,0.0,0.0,0.2762058973312378,0.2762058973312378,490.5541630387306,0
70,query34,0.0,0.0,2.5354666113853455,2.5354666113853455,490.5541630387306,0
71,query33,0.0,0.0,39.228559255599976,39.228559255599976,490.5541630387306,0
72,query32,0.0,0.0,490.5541630387306,490.5541630387306,490.5541630387306,0
73,query31,0.0,0.0,0.37713301181793213,0.37713301181793213,490.5541630387306,0
74,query117,0.0,0.0,0.4369806051254272,0.4369806051254272,490.5541630387306,0
