index,query_id,start_time_x,planning_time_x,execution_time_x,execution_start_time_x,workload_time_x,ID_x,start_time_y,planning_time_y,execution_time_y,execution_start_time_y,workload_time_y,ID_y,diff,diffratio,PN
0,6f,0.0,0.0,4.576170325279236,4.576170325279236,54.21079057455063,0,0.0,0.0,7.392889857292175,7.392889857292175,7.392889857292175,1,-2.8167195320129395,-1.62,False
1,1d,0.0,0.0,1.2858232855796814,1.2858232855796814,54.21079057455063,0,0.0,0.0,2.2364842891693115,2.2364842891693115,7.392889857292175,1,-0.9506610035896301,-1.74,False
2,24b,0.0,0.0,2.729223668575287,2.729223668575287,54.21079057455063,0,0.0,0.0,3.5013036727905273,3.5013036727905273,7.392889857292175,1,-0.7720800042152405,-1.28,False
3,20c,0.0,0.0,3.2926825881004333,3.2926825881004333,54.21079057455063,0,0.0,0.0,4.032401859760284,4.032401859760284,7.392889857292175,1,-0.7397192716598511,-1.22,False
4,8b,0.0,0.0,1.151301383972168,1.151301383972168,54.21079057455063,0,0.0,0.0,1.8380634188652039,1.8380634188652039,7.392889857292175,1,-0.6867620348930359,-1.6,False
5,21c,0.0,0.0,1.9253557920455933,1.9253557920455933,54.21079057455063,0,0.0,0.0,2.561775028705597,2.561775028705597,7.392889857292175,1,-0.6364192366600037,-1.33,False
6,10b,0.0,0.0,1.8446574807167053,1.8446574807167053,54.21079057455063,0,0.0,0.0,2.450286865234375,2.450286865234375,7.392889857292175,1,-0.6056293845176697,-1.33,False
7,2c,0.0,0.0,0.8851513862609863,0.8851513862609863,54.21079057455063,0,0.0,0.0,1.4101906418800354,1.4101906418800354,7.392889857292175,1,-0.5250392556190491,-1.59,False
8,11b,0.0,0.0,1.1146143078804016,1.1146143078804016,54.21079057455063,0,0.0,0.0,1.618468165397644,1.618468165397644,7.392889857292175,1,-0.5038538575172424,-1.45,False
9,15b,0.0,0.0,1.4559552669525146,1.4559552669525146,54.21079057455063,0,0.0,0.0,1.908231854438782,1.908231854438782,7.392889857292175,1,-0.4522765874862673,-1.31,False
10,12c,0.0,0.0,1.5667511224746704,1.5667511224746704,54.21079057455063,0,0.0,0.0,1.997675359249115,1.997675359249115,7.392889857292175,1,-0.4309242367744446,-1.28,False
11,19b,0.0,0.0,2.5854649543762207,2.5854649543762207,54.21079057455063,0,0.0,0.0,3.0051990747451782,3.0051990747451782,7.392889857292175,1,-0.4197341203689575,-1.16,False
12,5b,0.0,0.0,0.6765701174736023,0.6765701174736023,54.21079057455063,0,0.0,0.0,1.0848698019981384,1.0848698019981384,7.392889857292175,1,-0.40829968452453613,-1.6,False
13,33c,0.0,0.0,1.9439682960510254,1.9439682960510254,54.21079057455063,0,0.0,0.0,2.316335678100586,2.316335678100586,7.392889857292175,1,-0.37236738204956055,-1.19,False
