index,query_id,start_time_x,planning_time_x,execution_time_x,execution_start_time_x,workload_time_x,ID_x,start_time_y,planning_time_y,execution_time_y,execution_start_time_y,workload_time_y,ID_y,diff,diffratio,PN
0,query21,0.0,0.0,9.486302554607391,9.486302554607391,13.277441680431366,0,0.0,0.0,10.47339403629303,10.47339403629303,13.511195838451385,1,-0.9870914816856384,-1.1,False
1,query22,0.0,0.0,2.136147141456604,2.136147141456604,13.277441680431366,0,0.0,0.0,2.8639526963233948,2.8639526963233948,13.511195838451385,1,-0.7278055548667908,-1.34,False
2,query18,0.0,0.0,9.10854583978653,9.10854583978653,13.277441680431366,0,0.0,0.0,9.825084269046783,9.825084269046783,13.511195838451385,1,-0.7165384292602539,-1.08,False
3,query19,0.0,0.0,1.737973392009735,1.737973392009735,13.277441680431366,0,0.0,0.0,2.313036799430847,2.313036799430847,13.511195838451385,1,-0.5750634074211121,-1.33,False
4,query8,0.0,0.0,2.869848072528839,2.869848072528839,13.277441680431366,0,0.0,0.0,3.4048046469688416,3.4048046469688416,13.511195838451385,1,-0.5349565744400024,-1.19,False
5,query4,0.0,0.0,3.674595892429352,3.674595892429352,13.277441680431366,0,0.0,0.0,3.916837513446808,3.916837513446808,13.511195838451385,1,-0.24224162101745605,-1.07,False
6,query1,0.0,0.0,13.277441680431366,13.277441680431366,13.277441680431366,0,0.0,0.0,13.511195838451385,13.511195838451385,13.511195838451385,1,-0.23375415802001953,-1.02,False
7,query9,0.0,0.0,0.6104080677032471,0.6104080677032471,13.277441680431366,0,0.0,0.0,0.8185874223709106,0.8185874223709106,13.511195838451385,1,-0.20817935466766357,-1.34,False
8,query3,0.0,0.0,5.004614770412445,5.004614770412445,13.277441680431366,0,0.0,0.0,5.155492961406708,5.155492961406708,13.511195838451385,1,-0.1508781909942627,-1.03,False
9,query20,0.0,0.0,1.3184850811958313,1.3184850811958313,13.277441680431366,0,0.0,0.0,1.4668620824813843,1.4668620824813843,13.511195838451385,1,-0.14837700128555298,-1.11,False
10,query2,0.0,0.0,0.6906308531761169,0.6906308531761169,13.277441680431366,0,0.0,0.0,0.8029363751411438,0.8029363751411438,13.511195838451385,1,-0.11230552196502686,-1.16,False
11,query6,0.0,0.0,1.021537721157074,1.021537721157074,13.277441680431366,0,0.0,0.0,1.0959330201148987,1.0959330201148987,13.511195838451385,1,-0.07439529895782471,-1.07,False
12,query15,0.0,0.0,2.7351505160331726,2.7351505160331726,13.277441680431366,0,0.0,0.0,2.802078604698181,2.802078604698181,13.511195838451385,1,-0.06692808866500854,-1.02,False
13,query16,0.0,0.0,0.36002635955810547,0.36002635955810547,13.277441680431366,0,0.0,0.0,0.40215450525283813,0.40215450525283813,13.511195838451385,1,-0.042128145694732666,-1.12,False
14,query11,0.0,0.0,0.19151616096496576,0.19151616096496576,13.277441680431366,0,0.0,0.0,0.15298652648925778,0.15298652648925778,13.511195838451385,1,0.03852963447570798,1.25,True
15,query10,0.0,0.0,4.242849826812744,4.242849826812744,13.277441680431366,0,0.0,0.0,4.192619800567627,4.192619800567627,13.511195838451385,1,0.05023002624511719,1.01,True
16,query12,0.0,0.0,2.446765124797821,2.446765124797821,13.277441680431366,0,0.0,0.0,2.3895217776298523,2.3895217776298523,13.511195838451385,1,0.05724334716796875,1.02,True
17,query5,0.0,0.0,9.107384264469147,9.107384264469147,13.277441680431366,0,0.0,0.0,8.605592608451843,8.605592608451843,13.511195838451385,1,0.5017916560173035,1.06,True
18,query14,0.0,0.0,2.1769925951957703,2.1769925951957703,13.277441680431366,0,0.0,0.0,1.3820050954818726,1.3820050954818726,13.511195838451385,1,0.7949874997138977,1.58,True
19,query13,0.0,0.0,3.903066098690033,3.903066098690033,13.277441680431366,0,0.0,0.0,2.960833728313446,2.960833728313446,13.511195838451385,1,0.9422323703765869,1.32,True
20,query7,0.0,0.0,6.386426091194153,6.386426091194153,13.277441680431366,0,0.0,0.0,5.15374094247818,5.15374094247818,13.511195838451385,1,1.232685148715973,1.24,True
21,query17,0.0,0.0,6.9852970242500305,6.9852970242500305,13.277441680431366,0,0.0,0.0,1.917392075061798,1.917392075061798,13.511195838451385,1,5.067904949188232,3.64,True
