query_id,dbms,iteration,start_time,planning_time,execution_time
query1,SparkSQL,4,1773208768.0839555,0,13.059443473815918
query2,SparkSQL,4,1773208768.0839555,0,0.7651474475860596
query3,SparkSQL,4,1773208768.0839555,0,5.718994379043579
query4,SparkSQL,4,1773208768.0839555,0,4.598304986953735
query5,SparkSQL,4,1773208768.0839555,0,7.835318326950073
query6,SparkSQL,4,1773208768.0839555,0,0.9799401760101318
query7,SparkSQL,4,1773208768.0839555,0,4.970880746841431
query8,SparkSQL,4,1773208768.0839555,0,2.965888500213623
query9,SparkSQL,4,1773208768.0839555,0,0.8038537502288818
query10,SparkSQL,4,1773208768.0839555,0,4.926050901412964
query11,SparkSQL,4,1773208768.0839555,0,0.1532239913940429
query12,SparkSQL,4,1773208768.0839555,0,2.2873857021331787
query13,SparkSQL,4,1773208768.0839555,0,2.9268712997436523
query14,SparkSQL,4,1773208768.0839555,0,1.3356363773345947
query15,SparkSQL,4,1773208768.0839555,0,2.765862941741944
query16,SparkSQL,4,1773208768.0839555,0,0.3830673694610595
query17,SparkSQL,4,1773208768.0839555,0,1.7018163204193115
query18,SparkSQL,4,1773208768.0839555,0,10.86235523223877
query19,SparkSQL,4,1773208768.0839555,0,2.0659000873565674
query20,SparkSQL,4,1773208768.0839555,0,2.0210154056549072
query21,SparkSQL,4,1773208768.0839555,0,10.993961334228516
query22,SparkSQL,4,1773208768.0839555,0,3.2809910774230957
